Site_Number,Location_Description,Site_Type
3028,SOUTH/BEACH,INT
3634,SOUTH/BLUFF/CUMMINS,INT
3638,SOUTH/CHESTERVILLE,INT
3637,SOUTH/EAST BOUNDARY,INT
3632,SOUTH/HAMPTON,INT
3635,SOUTH/JASPER/TAYLOR,INT
3631,SOUTH/NEW,INT
3642,SOUTH/STATION,INT
3643,SOUTH/TAFE COLLEGE EXIT,INT
4922,SOUTHBANK BLVD/RIVERSIDE QUAY,INT
4294,SOUTHERN/LIBERTY,INT
4295,SOUTHERN/ORIEL,INT
4297,SOUTHERN/WAIORA,INT
4296,SOUTHERN/WATERDALE,INT
1045,SPENCER NR FLINDERS ST,POS
4519,SPENCER/ABBOTSFORD,INT
4602,SPENCER/BOURKE,INT
4585,SPENCER/COLLINS,INT
4521,SPENCER/DUDLEY,INT
4567,SPENCER/FLINDERS,INT
4520,SPENCER/HAWKE,INT
2926,SPENCER/LATROBE,INT
2900,SPENCER/LITTLE BOURKE,INT
2835,SPENCER/LITTLE COLLINS,INT
2910,SPENCER/LONSDALE,INT
2024,SPRING BTW FLINDERS & FLINDERS LA,POS
3876,SPRING NR VERDUN,POS
3213,SPRING ST BTW VIOLA & CLEELAND,POS
4593,SPRING/BOURKE,INT
4575,SPRING/COLLINS,INT
4780,SPRING/EDWARDES,INT
2901,SPRING/LONSDALE,INT
4781,SPRING/REGENT,INT
589,SPRINGFIELD NR HEPPNER,POS
584,SPRINGFIELD NR MARDION,POS
583,SPRINGFIELD NR SELWYN,POS
586,SPRINGFIELD/WILLIAMS,INT
935,SPRINGVALE BYPASS NR ROWAN RD,POS
935,SPRINGVALE BYPASS NR ROWAN RD,POS
2956,SPRINGVALE BY-PASS/CENTRE,INT
2956,SPRINGVALE BY-PASS/CENTRE,INT
437,SPRINGVALE NR ANDREW,POS
412,SPRINGVALE NR ASTELOT,POS
287,SPRINGVALE NR BALMORAL,POS
393,SPRINGVALE NR CAVES,BUS SIG
418,SPRINGVALE NR JOLIMONT,POS
434,SPRINGVALE NR LUCIAN,POS
409,SPRINGVALE NR MILTON,POS
416,SPRINGVALE NR STATION,POS
443,SPRINGVALE NR SVALE FIRE STN,FIRE W/W
421,SPRINGVALE NR TOLMIE,POS
414,SPRINGVALE NR TUNSTALL,POS
415,SPRINGVALE NR WALKERS/SILVER,POS
444,SPRINGVALE NR WAREHAM,POS
427,SPRINGVALE NR WHITES LANE,POS
424,SPRINGVALE NR WILSON,POS
439,SPRINGVALE/ATHOL,INT
417,SPRINGVALE/CANTERBURY,INT
442,SPRINGVALE/CHELTENHAM,INT
440,SPRINGVALE/CLARKE/PATERSON,INT
423,SPRINGVALE/COLEMAN/GLEN/RAILWAY PDE,INT
423,SPRINGVALE/COLEMAN/GLEN/RAILWAY PDE,INT
1138,SPRINGVALE/DONVALE RETIRMENT VILLAGE ENT,POS
430,SPRINGVALE/DUNLOP,INT
429,SPRINGVALE/FERNTREE GULLY,INT
283,SPRINGVALE/GOVERNOR/HUTTON,INT
994,SPRINGVALE/HAROLD,INT
411,SPRINGVALE/HAWTHORN,INT
438,SPRINGVALE/HEATHERTON,INT
422,SPRINGVALE/HIGH STREET RD,INT
420,SPRINGVALE/HIGHBURY,INT
3151,SPRINGVALE/KEYLANA,INT
433,SPRINGVALE/KINGSWAY,INT
435,SPRINGVALE/LIGHTWOOD,INT
431,SPRINGVALE/MAGID,INT
987,SPRINGVALE/MILES,INT
339,SPRINGVALE/MITCHAM,INT
280,SPRINGVALE/MORN PEN FWY,INT
1164,SPRINGVALE/OLD WARRANDYTE,INT
314,SPRINGVALE/REYNOLDS,INT
943,SPRINGVALE/SPOTLIGHT CENTRE,INT
413,SPRINGVALE/SPRINGFIELD,INT
441,SPRINGVALE/SPRINGVALE BYPASS,INT
441,SPRINGVALE/SPRINGVALE BYPASS,INT
288,SPRINGVALE/ST JAMES,INT
408,SPRINGVALE/THE GLEN SHOPPING,INT
500,SPRINGVALE/THE WATERWAYS,INT
426,SPRINGVALE/WAVERLEY,INT
432,SPRINGVALE/WELLINGTON,INT
281,SPRINGVALE/WELLS/EDITHVALE,INT
436,SPRINGVALE/WINDSOR,INT
2705,ST ALBANS NR MULHALL,INT
2750,ST ALBANS ROAD NR DEBENHAM DR,POS
4685,ST GEORGES NR BEAVERS,POS
4685,ST GEORGES NR BEAVERS,POS
3870,ST GEORGES NR BRUCE,POS
3870,ST GEORGES NR BRUCE,POS
4659,ST GEORGES NR CLARKE,POS
4210,ST GEORGES NR CLAUSCEN,POS
4160,ST GEORGES NR KEMP,POS
4160,ST GEORGES NR KEMP,POS
4226,ST GEORGES NR PARK,POS
4215,ST GEORGES NR REID,POS
3084,ST GEORGES NR SHOWER,POS
4665,ST GEORGES NR SUMNER,POS
4665,ST GEORGES NR SUMNER,POS
4676,ST GEORGES NR WESTBOURNE,POS
4676,ST GEORGES NR WESTBOURNE,POS
4668,ST GEORGES/ARTHURTON,INT
4668,ST GEORGES/ARTHURTON,INT
4783,ST GEORGES/CRAMER,INT
4212,ST GEORGES/HOLDEN,INT
4675,ST GEORGES/HUTTON,INT
4675,ST GEORGES/HUTTON,INT
3671,ST GEORGES/MERRI/CHARLES,INT
4686,ST GEORGES/MILLER,INT
4782,ST GEORGES/MURRAY,INT
4660,ST GEORGES/NORMANBY,INT
4660,ST GEORGES/NORMANBY,INT
4784,ST GEORGES/OAKOVER,INT
4214,ST GEORGES/SCOTCHMER,INT
3355,ST HELENA/KARINGAL,INT
3017,ST KILDA NR ARGYLE,POS
4554,ST KILDA NR BOWEN,POS
4531,ST KILDA NR CONCERT HALL,POS
4534,ST KILDA NR COVENTRY,POS
4535,ST KILDA NR DORCAS,POS
4533,ST KILDA NR GRANT,POS
4857,ST KILDA NR OCTAVIA,POS
4834,ST KILDA NR RALEIGH,POS
2936,ST KILDA NR SOUTHBANK BLVD (NOLAN),POS
1241,ST KILDA RD NEAR COMMERCIAL RD,POS
1243,ST KILDA RD NR HIGH ST,POS
1242,ST KILDA RD NR UNION ST,POS
3025,ST KILDA ST/BAY,INT
4844,ST KILDA ST/G'HUNTLY/TENNYSON,INT
3026,ST KILDA ST/GROSVENOR,INT
3023,ST KILDA ST/MARTIN,INT
4553,ST KILDA/ARTHUR/SLATER,INT
4541,ST KILDA/COMMERCIAL,INT
4543,ST KILDA/HIGH/LORNE,INT
4538,ST KILDA/KINGSWAY,INT
4540,ST KILDA/LEOPOLD,INT
4542,ST KILDA/MOUBRAY,INT
4536,ST KILDA/PARK/DOMAIN,INT
4532,ST KILDA/SOUTHBANK BLVD,INT
4539,ST KILDA/TOORAK,INT
2300,ST KILDA/UNION,INT
4476,STADIUM DR/BOURKE/STADIUM STH ENTRANCE,INT
1072,STADIUM/COLLINS,INT
3837,STANHOPE NR LORNE,POS
2021,STATION BTW  BOARDMAN & GARDINER CK,POS
5012,STATION LAKE NR WAVERLEY,POS
2013,STATION NR BRONTE & DELANY,POS
870,STATION NR CARRUM RAIL STATION,FLASH PX
2761,STATION NR CEDAR,POS
4634,STATION NR CENTRAL,POS
3854,STATION NR CLAREMONT,FLASH PX
3266,STATION NR CLARENDON,POS
3272,STATION NR COLLINS,POS
3929,STATION NR DUNCAN,POS
3269,STATION NR DUNCAN,POS
3679,STATION NR GLENFERRIE,FLASH PX
3928,STATION NR HILL,POS
898,STATION NR KENDALL,POS
3134,STATION NR KENT,POS
219,STATION NR LINCOLN,POS
3271,STATION NR MANSFIELD,POS
2211,STATION NR PAISLEY,POS
292,STATION NR RETREAT,POS
289,STATION NR SWANPOOL,POS
4933,STATION NR TRINACRIA,POS
2218,STATION NR WOOD,FLASH PX
160,STATION ST/ALPINE,INT
876,STATION STREET / BAYSWATER STATION,FLASH PX
2706,STATION/BILLINGHAM,INT
3939,STATION/CARRINGTON/RUTLAND,INT
4656,STATION/DEER PARK SHOPPING CENTRE,INT
3941,STATION/ELEY,INT
3247,STATION/EVANS,INT
3937,STATION/HIGHBURY,INT
223,STATION/MCLEOD,INT
4962,STATION/NEALE,INT
2662,STATION/RICHARD,INT
3930,STATION/RIVERSDALE,INT
3927,STATION/THAMES,INT
510,STATION/THAMES PROMENADE,INT
2623,STATION/TILBURN,INT
3926,STATION/WOODHOUSE,INT
479,STEPHENSONS NR KEMP,POS
476,STEPHENSONS NR SIMPSON,POS
480,STEPHENSONS/MILLERS,INT
482,STEPHENSONS/VIRGINIA,INT
481,STEPHENSONS/WAIMARIE,INT
483,STEPHENSONS/WAVERLEY,INT
257,STH GIPPS HWY NR BAKEWELL,POS
260,STH GIPPS HWY NR ELIZABETH,POS
252,STH GIPPS HWY/GREENS,INT
251,STH GIPPS HWY/SLADEN(CRAN-DAND),INT
254,STH GIPPS HWY/STAWELL,INT
6701,STH GIPPS'D HWY NR YARRAM,POS
6701,STH GIPPS'D HWY NR YARRAM,POS
569,STH GIPPS'D HWY/MCDOWALL/COMMERCIAL,INT
974,STH GIPPS'D HWY/POUND,INT
1247,STH GIPPSLAND FWY/ON-RAMP/POUND RD,INT
270,STH GIPPSLAND FWY/PHE,INT
270,STH GIPPSLAND FWY/PHE,INT
1136,STH GIPPSLAND FWY/PHE IB,RAMP MTR
1133,STH GIPPSLAND FWY/PHE OB,RAMP MTR
291,STH GIPPSLAND FWY/POUND RD,INT
6680,STH GIPPSLAND HWY (BLAIR) NR CHURCH,POS
3171,STH GIPPSLAND HWY (HIGH ST) NR LYALL,POS
3170,STH GIPPSLAND HWY (HIGHST) NR CHILDERS,POS
591,STH GIPPSLAND HWY NR LYALL,POS
961,STH GIPPSLAND HWY/ABBOTTS RD,INT
258,STH GIPPSLAND HWY/CAMMS,INT
398,STH GIPPSLAND HWY/HUON PARK/WENTWORTH,INT
305,STH GIPPSLAND HWY/LYNBROOK BLVD,INT
965,STH GIPPSLAND HWY/WATERVIEW,INT
6279,STRATHFIELDSAYE/EDWARDS/CONDON,INT
660,STUD NR HERBERT,POS
202,STUD NR OSWALD,POS
996,STUD PK SHOP CENTRE CAR PARK NR BUS STOP,FLASH PX
997,STUD PK SHOPPING CENTRE NR  MCDONALDS,FLASH PX
171,STUD RD/KNOX CITY ENT 1,INT
561,STUD(SERVICE) NR COLEMAN,FLASH PX
2022,STUD/ACCESS,INT
782,STUD/AVALON,INT
2017,STUD/BERGINS,INT
662,STUD/BRADY,INT
391,STUD/CENTRE,INT
646,STUD/CLOW,INT
783,STUD/COLEMAN/HAROLD,INT
671,STUD/DAVID,INT
781,STUD/GEORGE,INT
661,STUD/HEATHERTON,INT
785,STUD/HIGH STREET RD,INT
786,STUD/KELLETTS,INT
175,STUD/KNOX TAFE COLLEGE ENT,INT
795,STUD/LAKEVIEW/FULHAM,INT
710,STUD/MONASH FWY RAMPS (NORTH),INT
799,STUD/NUBRICK ENTRANCE,INT
801,STUD/STUD PARK SHOPPING CENTRE,INT
1170,STUD/TIMBERTOP,POS
784,STUD/WELLINGTON,INT
3660,STUDLEY PARK NR HODGSON,POS
3661,STUDLEY PARK/CARSON,INT
6440,STURT HWY (DEAKIN)/TWELTH ST,INT
6440,STURT HWY (DEAKIN)/TWELTH ST,INT
3416,STURT NR GRANT,POS
6442,STURT(DEAKIN)/EIGHTH,INT
6442,STURT(DEAKIN)/EIGHTH,INT
6445,STURT(DEAKIN)/ELEVENTH,INT
6445,STURT(DEAKIN)/ELEVENTH,INT
6449,STURT(DEAKIN)/FOURTEENTH,INT
6449,STURT(DEAKIN)/FOURTEENTH,INT
6443,STURT(DEAKIN)/NINTH,INT
6443,STURT(DEAKIN)/NINTH,INT
6206,STURT(DEAKIN)/SEVENTH,INT
6206,STURT(DEAKIN)/SEVENTH,INT
6444,STURT(DEAKIN)/TENTH,INT
6444,STURT(DEAKIN)/TENTH,INT
6447,STURT(DEAKIN)/THIRTEENTH,INT
6447,STURT(DEAKIN)/THIRTEENTH,INT
5163,STURT/ARMSTRONG,INT
5163,STURT/ARMSTRONG,INT
5842,STURT/DAWSON,INT
5842,STURT/DAWSON,INT
5820,STURT/DRUMMOND,INT
5820,STURT/DRUMMOND,INT
5824,STURT/GILLIES,INT
4889,STURT/KAVANAGH,INT
5821,STURT/PLEASANT,INT
5821,STURT/PLEASANT,INT
5833,STURT/RING,INT
5832,STURT/RIPON,INT
5832,STURT/RIPON,INT
4888,STURT/SOUTHBANK BLVD,INT
4888,STURT/SOUTHBANK BLVD,INT
1213,SUNBURY/BULLA/WILDWOOD,RBT MTR
1159,SUNBURY/BULLA-DIGGERS REST,RBT MTR
5904,SUNRAYSIA (HOWITT)/BURNBANK,INT
5904,SUNRAYSIA (HOWITT)/BURNBANK,INT
5905,SUNRAYSIA (HOWITT)/DOWLING,INT
5905,SUNRAYSIA (HOWITT)/DOWLING,INT
6406,SUNRAYSIA NR WALKER (Raglan),POS
2629,SUNSHINE AVE/MAIN ROAD EAST,INT
2875,SUNSHINE NR FOX,POS
2891,SUNSHINE/APOLLO,INT
2735,SUNSHINE/CALVERTON,INT
2741,SUNSHINE/COPERNICUS WAY,INT
4955,SUNSHINE/MARKET/WRIGHT,INT
2892,SUNSHINE/ODESSA,INT
1152,SUNSHINE/OLYMPIA,INT
2518,SUNSHINE/ROBERTS,INT
5231,SURF COAST HWY NR BEACH,POS
5231,SURF COAST HWY NR BEACH,POS
5230,SURF COAST HWY/GROSSMANS/DARIAN,INT
5230,SURF COAST HWY/GROSSMANS/DARIAN,INT
5088,SURFCOAST HWY / PIONEER,INT
5088,SURFCOAST HWY / PIONEER,INT
5087,SURFCOAST HWY/ MARSHALLTOWN,INT
5248,SURFCOAST/BEACON,INT
5083,SURFCOAST/HEYERS,INT
587,SURREY NR JUNCTION,POS
585,SURREY/SPRINGFIELD,INT
4110,SUSSEX NR KENT,FLASH PX
3074,SUSSEX/O'HEA,INT
7047,SWALLOW/LIGHT RAIL XING,INT
3445,SWAN NR BATMAN,POS
3409,SWAN NR MELBOURNE PARK (EAST),POS
4811,SWAN NR STAWELL,POS
4819,SWAN NR WAVERLEY,POS
4551,SWAN/BATMAN,INT
4810,SWAN/BURNLEY,INT
4809,SWAN/COPPIN,INT
3861,SWAN/CREMORNE,INT
4807,SWAN/LENNOX,INT
4812,SWAN/MADDEN,INT
3408,SWAN/MELBOURNE PARK/OLYMPIC PARK,INT
4558,SWAN/TRAM ACCESS,INT
4224,SWAN/YARRA/AMRAD,INT
106,SWANSEA/BIRMINGHAM,INT
109,SWANSEA/HULL,INT
4392,SWANSTON / FARADAY,INT
4530,SWANSTON NR YARRA RIVER,POS
4596,SWANSTON/BOURKE ST,INT
4711,SWANSTON/CEMETERY RD EAST/COLLEGE,INT
4711,SWANSTON/CEMETERY RD EAST/COLLEGE,INT
4711,SWANSTON/CEMETERY RD EAST/COLLEGE,INT
4578,SWANSTON/COLLINS ST,INT
4393,SWANSTON/ELGIN,INT
4570,SWANSTON/FLINDERS LANE,INT
4562,SWANSTON/FLINDERS ST,INT
4523,SWANSTON/FRANKLIN ST,INT
2921,SWANSTON/LATROBE ST,INT
4605,SWANSTON/LITTLE BOURKE ST,INT
4588,SWANSTON/LITTLE COLLINS ST,INT
2913,SWANSTON/LITTLE LONSDALE ST,INT
2904,SWANSTON/LONSDALE,INT
4390,SWANSTON/QUEENSBERRY,INT
3790,SYDNEY NR DONALD,POS
3893,SYDNEY NR PAGE,POS
3784,SYDNEY NR STEWART,POS
4131,SYDNEY NR THE AVENUE,POS
4129,SYDNEY NR VICTORIA ST MALL,POS
4013,SYDNEY/ALBERT,INT
4006,SYDNEY/ALBION,INT
3054,SYDNEY/BELL,INT
4010,SYDNEY/BLYTH,INT
3112,SYDNEY/BRUNSWICK,INT
4115,SYDNEY/GAFFNEY/MURRAY,INT
4014,SYDNEY/GLENLYON/DAWSON,INT
4130,SYDNEY/HARDING/MUNRO,INT
2191,SYDNEY/LORNE,INT
2191,SYDNEY/LORNE,INT
4001,SYDNEY/MORELAND,INT
4121,SYDNEY/O'HEAS,INT
4126,SYDNEY/REYNARD/EDWARD,INT
5205,SYDNEY/SWANSTON/RYRIE,INT
4128,SYDNEY/URQUHART,INT
4011,SYDNEY/VICTORIA,INT
4022,SYDNEY/WESTON,INT
5272,SYNNOT BTN WEDGE & BRIDGE,POS
3853,TALBOT NR GLENFERRIE,FLASH PX
5317,TARNEIT/LEAKES,INT
5276,TARNEIT/PARRAMATTA,INT
1233,TAYLORS / CHIFLEY,POS
2659,TAYLORS/CARBINE,INT
2567,TAYLORS/COPPERFIELD,INT
2580,TAYLORS/EAST ESPLANADE,INT
2721,TAYLORS/KEILOR DOWNS S/C EAST ENT,INT
2877,TAYLORS/KEILOR DOWNS S/C WEST ENT,INT
2579,TAYLORS/KERRISON/REGAN,INT
685,TEMPLESTOWE/ SHEAHANS,INT
293,THAMES NR MULKARRA,POS
4174,THE CIRCUIT NR HAILES,POS
3358,THE CIRCUIT/LORIMER/G'BOROURGH SHOP,INT
4180,THE CIRCUIT/VALLEY CENTRAL/HAILES ST E,INT
3013,THE ESPLANADE NR POLLINGTON,POS
3773,THE LAKES NR THE PROMENADE,FLASH PX
241,THOMPSON NR GLADESVILLE BLVD,POS
5181,THOMPSON NR HOLLYDENE,POS
5028,THOMPSON NR SPARKS,POS
5084,THOMPSON NR VISTULA,POS
1264,THOMPSON RD/ALAN BIRD DRV,INT
5025,THOMPSON/BOULEVARD,INT
5072,THOMPSON/COX,INT
5115,THOMPSON/DONNYBROOK,INT
1114,THOMPSON/EASTLINK,INT
1114,THOMPSON/EASTLINK,INT
5108,THOMPSON/MORGAN,INT
7541,THOMPSON/TRUCK ACCESS,INT
5085,THOMPSON/VICTORIA,INT
688,THOMPSONS NR BARAK,POS
689,THOMPSONS NR FULLER,POS
690,THOMPSONS NR JEFFREY,POS
504,THOMPSONS NR LESDON,POS
693,THOMPSONS NR WARATAH,POS
1901,THOMPSONS/FEATHERTOP/WELLINGTON,INT
320,THOMPSONS/FOOTE/TEMPLESTOWE,INT
3169,THOMPSONS/LYNDHURST,INT
548,THOMPSONS/ROSEBANK/SPRINGHILL,INT
1198,THOMPSONS/WILLIAM THWAITES BVD,INT
311,THOMPSONS/WOODBINE,INT
2633,TILBURN NR FITZGERALD,INT
2898,TODD OFF RAMP/PROHASKY/SERVICE CENTRE,INT
2399,TODD/TODD CONNECTION,RBT MTR
2399,TODD/TODD CONNECTION,POS
21000,TOORAK DYNAMIC FAIRWAY SYSTEM,O/H LANE
4044,TOORAK NR BOWEN,POS
21003,TOORAK NR CAROLINE STH (DYNAMIC FAIRWAY),O/H LANE
21008,TOORAK NR CLARA (DYNAMIC FAIRWAY) WB,O/H LANE
21006,TOORAK NR CLAREMONT (DYNAMIC FAIRWAY) EB,O/H LANE
21009,TOORAK NR COMO (DYNAMIC FAIRWAY) EB,O/H LANE
21007,TOORAK NR FOSTER (DYNAMIC FAIRWAY) W/B,O/H LANE
21010,TOORAK NR FULHAM (DYNAMIC FAIRWAY) EB,O/H LANE
4049,TOORAK NR GRANDVIEW,POS
21014,TOORAK NR GRANGE (DYNAMIC FAIRWAY) EB,O/H LANE
4749,TOORAK NR IRVING,POS
21015,TOORAK NR KILSYTH (DYNAMIC FAIRWAY) WB,O/H LANE
21001,TOORAK NR MARNE (DYNAMIC FAIRWAY) E/B,O/H LANE
4746,TOORAK NR MATHOURA,POS
4545,TOORAK NR MILLSWYN,POS
4050,TOORAK NR MYRNIONG & QUEENS,POS
4741,TOORAK NR MYRTLE,POS
21004,TOORAK NR MYRTLE (DYNAMIC FAIRWAY W/B),O/H LANE
21016,TOORAK NR ORRONG (DYNAMIC FAIRWAY) WB,O/H LANE
4742,TOORAK NR OSBORNE,POS
4744,TOORAK NR SURREY,POS
21012,TOORAK NR TINTERN (DYNAMIC FAIRWAY) WB,O/H LANE
21011,TOORAK NR TINTERN (DYNAMIC FAIRWAY) WB,O/H LANE
21013,TOORAK NR WALLACE (DYNAMIC FAIRWAY) EB,O/H LANE
21002,TOORAK NR WALSH (DYNAMIC FAIRWAY) E/B,O/H LANE
21005,TOORAK NR YARRA (DYNAMIC FAIRWAY) E/B,O/H LANE
2847,TOORAK/AUBURN,INT
4012,TOORAK/CAMBERWELL                DD 4046,INT
4012,TOORAK/CAMBERWELL                DD 4046,INT
4743,TOORAK/CHAPEL,INT
4045,TOORAK/GLEN IRIS,INT
4747,TOORAK/GRANGE/CANTERBURY,INT
4048,TOORAK/HIGHFIELD/LITHGOW,INT
4750,TOORAK/KOOYONG,INT
4748,TOORAK/ORRONG,INT
2987,TOORAK/PARK,INT
2982,TOORAK/RIVER,INT
4046,TOORAK/SUMMERHILL,INT
4273,TOORAK/TOORONGA,INT
4283,TOORAK/TOORONGA OFFICE PARK,INT
4745,TOORAK/WILLIAMS,INT
3664,TOORONGA NR BETHUNE,POS
4277,TOORONGA NR BURGESS,POS
4287,TOORONGA NR CAMPBELL,POS
3844,TOORONGA NR COPPIN,POS
7003,TOORONGA NR MARAQUITA,POS
3856,TOORONGA NR MILTON,FLASH PX
3673,TOORONGA/TOORONGA VILLAGE ACCESS,INT
4367,TOORONGA/WATTLETREE,INT
5086,TORQUAY NR CHERYL,POS
5217,TOWNSEND/WILSON,INT
6693,TRARALGON CREEK/BARTONS LANE,INT
6693,TRARALGON CREEK/BARTONS LANE,INT
6501,TUAGGRA NR ALMA,FLASH PX
4621,TUCKER NR HINKLER,POS
4620,TUCKER NR WALNUT,POS
1084,TULLA FWY/BRISTOL (GANTRY B),O/H LANE
1083,TULLA FWY/ENGLISH (GANTRY C),O/H LANE
2192,TULLA SB ENTRY/MELROSE/WIRRAWAY,POS
1085,TULLA/VAUGHAN (GANTRY D),O/H LANE
2851,TULLAMARINE FWY LANE SIGNALS (NR CALDER),O/H LANE
2895,TULLAMARINE FWY/BULLA WB EXIT RAMP,INT
2860,TULLAMARINE FWY/FLEMINGTON/BOUNDARY,INT
2860,TULLAMARINE FWY/FLEMINGTON/BOUNDARY,INT
2864,TULLAMARINE/ENGLISH/MATTHEWS,INT
2864,TULLAMARINE/ENGLISH/MATTHEWS,INT
2868,TULLAMARINE/MICKLEHAM,INT
2868,TULLAMARINE/MICKLEHAM,INT
2862,TULLAMARINE/MORELAND/COONANS,INT
2862,TULLAMARINE/MORELAND/COONANS,INT
2861,TULLAMARINE/ORMOND/BRUNSWICK,INT
2861,TULLAMARINE/ORMOND/BRUNSWICK,INT
2863,TULLAMARINE/PASCOE VALE/LOEMAN,INT
3743,TYLER NR BOWDEN,POS
4208,UNION NR BLOOMFIELD,POS
4209,UNION NR BURROWS,POS
3822,UNION NR GUILDFORD,POS
3836,UNION NR ST LEONARDS,POS
4298,UPPER HEIDELBERG NR BROWN,POS
3079,UPPER HEIDELBERG NR IVANHOE,POS
4306,UPPER HEIDELBERG NR ST ELMO,POS
2944,UPPER HEIDELBERG/BELL ENT. RAMP,INT
2949,UPPER HEIDELBERG/KIERNAN,INT
4305,UPPER HEIDELBERG/WATERDALE/LIVINGSTONE,INT
2942,UPR HEIDELBERG NR KENILWORTH,POS
4917,VICTORIA NR BRIDPORT,POS
4154,VICTORIA NR CHARLES,POS
2971,VICTORIA NR CLARENDON,POS
2972,VICTORIA NR CLARKE,POS
4908,VICTORIA NR DANKS,POS
4813,VICTORIA NR JAMES,POS
5809,VICTORIA NR KING & OTWAY,POS
4815,VICTORIA NR LITHGOW,POS
2973,VICTORIA NR MITCHELL,POS
4508,VICTORIA NR O'CONNELL,POS
4673,VICTORIA NR PENDER,POS
3241,VICTORIA RD/DUNDAS ST,INT
4501,VICTORIA/ABBOTSFORD,INT
4672,VICTORIA/BASTINGS,INT
4402,VICTORIA/BOUVERIE,INT
4441,VICTORIA/BRUNSWICK/GISBORNE,INT
4441,VICTORIA/BRUNSWICK/GISBORNE,INT
4821,VICTORIA/BURNLEY/WALMER,INT
4403,VICTORIA/CARDIGAN/FRANKLIN,INT
4504,VICTORIA/CHETWYND,INT
4816,VICTORIA/CHURCH,INT
2933,VICTORIA/CLARENDON,INT
2933,VICTORIA/CLARENDON,INT
4500,VICTORIA/DRYBURGH,INT
1051,VICTORIA/ERROL,INT
4820,VICTORIA/FLOCKHART,INT
5806,VICTORIA/FUSSELL/WATER,INT
5806,VICTORIA/FUSSELL/WATER,INT
692,VICTORIA/GEORGE,INT
4818,VICTORIA/JOHNSON,INT
4502,VICTORIA/KING/CURZON,INT
4455,VICTORIA/LANSDOWNE,INT
4455,VICTORIA/LANSDOWNE,INT
2918,VICTORIA/LATROBE,INT
4814,VICTORIA/LENNOX/NICHOLSON,INT
4503,VICTORIA/LEVESON,INT
4404,VICTORIA/LYGON,INT
4406,VICTORIA/NICHOLSON,INT
4406,VICTORIA/NICHOLSON,INT
2783,VICTORIA/PAISLEY,INT
4009,VICTORIA/PEARSON,INT
4506,VICTORIA/PEEL,INT
5810,VICTORIA/PRINCES,INT
5808,VICTORIA/QUEEN,INT
4405,VICTORIA/RATHDOWNE,INT
4654,VICTORIA/RIVER,INT
4218,VICTORIA/SMITH,INT
4218,VICTORIA/SMITH,INT
4817,VICTORIA/SOUTH AUDLEY/MCKAY,INT
4389,VICTORIA/SWANSTON,INT
4443,VICTORIA/WELLINGTON,INT
4443,VICTORIA/WELLINGTON,INT
2970,VICTORIA/WESTGARTH/JEFFREY,INT
4505,VICTORIA/WILLIAM/HOWARD,INT
5109,VINES NR MARLO,POS
5150,VINES/CAREY,INT
3255,VINEYARD/HORNE/MITCHELLS,INT
1200,VINEYARD/MCDOUGALL,INT
478,VIRGINIA NR STEPHENSONS,FLASH PX
4293,WAIORA/DOUGHARTY,INT
647,WALKER NR MCCRAE,POS
1238,WALKER/GEORGE/CADLE,INT
1177,WALKER/LANGHORNE,INT
1237,WALKER/MASON,INT
649,WALKER/THOMAS,INT
484,WANDA NR SHAFTSBURY,POS
6124,WANGARATTA/REID,INT
6124,WANGARATTA/REID,INT
906,WANTIRNA NR DAISY,POS
907,WANTIRNA NR ELLISON,POS
1344,WANTIRNA NR GORDON,POS
915,WANTIRNA NR KIRK,POS
793,WANTIRNA NR SELKIRK,POS
895,WANTIRNA/STATION,INT
822,WARBURTON  NR BELL,POS
573,WARBURTON HWY NR DON,POS
306,WARBURTON HWY NR HEARSE,POS
5155,WARBURTON HWY NR SCHOOL LANE,POS
5130,WARBURTON HWY NR WATER WHEEL,POS
154,WARBURTON HWY/YARRA JUNCTION-NOOJEE RD,INT
823,WARBURTON NR SEBIRE,POS
572,WARBURTON/HEALESVILLE-KOO WEE RUP,INT
707,WARRANDYTE - RINGWOOD/FALCONER,INT
315,WARRANDYTE NR ALEXANDER,POS
694,WARRANDYTE NR MELBOURNE HILL,POS
908,WARRANDYTE NR OBAN/MELVIEW/DICKSON,POS
912,WARRANDYTE NR POWRIE,POS
917,WARRANDYTE NR WOODSIDE,POS
891,WARRANDYTE/EASTLAND NORTH ACCESS,INT
910,WARRANDYTE/LOUGHNAN,INT
892,WARRANDYTE/WONGA,INT
3712,WARREN NR BROWNFIELD,FLASH PX
3689,WARRIGAL NR BATESFORD,INT
3699,WARRIGAL NR BERNARD,POS
3701,WARRIGAL NR DELIA,POS
3686,WARRIGAL NR FAKENHAM,POS
3683,WARRIGAL NR GLEESON,POS
3702,WARRIGAL NR GLOVER,POS
3692,WARRIGAL NR KANGAROO,POS
3684,WARRIGAL NR LOUDON,POS
3688,WARRIGAL NR MADELINE,POS
3687,WARRIGAL NR POULTER,POS
3691,WARRIGAL/ATHERTON,INT
3690,WARRIGAL/BATESFORD,INT
3700,WARRIGAL/CENTRE DANDENONG,INT
3703,WARRIGAL/COCHRANES,INT
2355,WARRIGAL/COMO,RBT MTR
3677,WARRIGAL/ENTRANCE NO.1,INT
3704,WARRIGAL/FARM,INT
970,WARRIGAL/HIGH ST RD,INT
3685,WARRIGAL/HIGHBURY,INT
